Order,Company,Index,File/Directory,Number,Percent,PercentAll
By changed lines,Kismatic,4,third_party/ui/bower_components/angular-material/modules/closure,18622,7.486,0.261
By changed lines,Kismatic,4,third_party/ui/bower_components/angular-material/modules/js,16891,6.79,0.237
By changed lines,Kismatic,4,third_party/ui/bower_components/modernizr/test,15514,6.236,0.218
By changed lines,Kismatic,4,www/master/shared,13450,5.407,0.189
By changed lines,Kismatic,4,www/master/shared/assets,12069,4.852,0.169
By changed lines,Kismatic,4,www/app/shared/assets/sampleData1.json,11993,4.821,0.168
By changed lines,Kismatic,4,www/master/shared/assets/sampleData1.json,11993,4.821,0.168
All By changed lines,PHP,5,"",178813,2.508,2.508
By changed lines,PHP,5,third_party/ui/bower_components,178812,99.999,2.508
By changed lines,PHP,5,third_party/ui/bower_components/angular-material,57331,32.062,0.804
By changed lines,PHP,5,third_party/ui/bower_components/angular-material/modules,38092,21.303,0.534
By changed lines,PHP,5,third_party/ui/bower_components/angular,26697,14.93,0.374
By changed lines,PHP,5,third_party/ui/bower_components/angular/angular.js,26309,14.713,0.369
By changed lines,PHP,5,third_party/ui/bower_components/modernizr,19328,10.809,0.271
By changed lines,PHP,5,third_party/ui/bower_components/lodash,19155,10.712,0.269
By changed lines,PHP,5,third_party/ui/bower_components/jquery,19144,10.706,0.269
By changed lines,PHP,5,third_party/ui/bower_components/lodash/dist,19077,10.669,0.268
By changed lines,PHP,5,third_party/ui/bower_components/angular-material/modules/closure,18619,10.413,0.261
By changed lines,PHP,5,third_party/ui/bower_components/angular-material/modules/js,16891,9.446,0.237
By changed lines,PHP,5,third_party/ui/bower_components/modernizr/test,15514,8.676,0.218
By changed lines,PHP,5,third_party/ui/bower_components/angular-material/angular-material.js,11412,6.382,0.16
By changed lines,PHP,5,third_party/ui/bower_components/modernizr/test/js,11066,6.189,0.155
By changed lines,PHP,5,third_party/ui/bower_components/ng-lodash,10844,6.064,0.152
By changed lines,PHP,5,third_party/ui/bower_components/modernizr/test/js/lib,10022,5.605,0.141
By changed lines,PHP,5,third_party/ui/bower_components/jquery/src,9848,5.507,0.138
By changed lines,PHP,5,third_party/ui/bower_components/ng-lodash/build,9793,5.477,0.137
By changed lines,PHP,5,third_party/ui/bower_components/ng-lodash/build/ng-lodash.js,9782,5.471,0.137
By changed lines,PHP,5,third_party/ui/bower_components/d3,9651,5.397,0.135
By changed lines,PHP,5,third_party/ui/bower_components/d3/d3.js,9504,5.315,0.133
By changed lines,PHP,5,third_party/ui/bower_components/modernizr/test/js/lib/jquery-1.7b2.js,9279,5.189,0.13
By changed lines,PHP,5,third_party/ui/bower_components/jquery/dist,9211,5.151,0.129
All By changed lines,Microsoft,6,"",79971,1.122,1.122
By changed lines,Microsoft,6,docs,41775,52.238,0.586
By changed lines,Microsoft,6,pkg,21236,26.555,0.298
By changed lines,Microsoft,6,docs/proposals,16836,21.053,0.236
By changed lines,Microsoft,6,docs/design,15330,19.169,0.215
By changed lines,Microsoft,6,pkg/generated,11500,14.38,0.161
By changed lines,Microsoft,6,pkg/generated/bindata.go,11496,14.375,0.161
By changed lines,Microsoft,6,translations,11305,14.136,0.159
By changed lines,Microsoft,6,translations/kubectl,11017,13.776,0.155
By changed lines,Microsoft,6,docs/devel,9400,11.754,0.132
By changed lines,Microsoft,6,translations/kubectl/default/LC_MESSAGES/k8s.po,4349,5.438,0.061
By changed lines,Microsoft,6,translations/kubectl/en_US/LC_MESSAGES/k8s.po,4336,5.422,0.061
By changed lines,Microsoft,6,pkg/cloudprovider,3962,4.954,0.056
By changed lines,Microsoft,6,pkg/cloudprovider/providers,3954,4.944,0.055
By changed lines,Microsoft,6,pkg/cloudprovider/providers/azure,3734,4.669,0.052
By changed lines,Microsoft,6,cluster,3524,4.407,0.049
By changed lines,Microsoft,6,pkg/proxy,2361,2.952,0.033
By changed lines,Microsoft,6,pkg/proxy/winuserspace,2287,2.86,0.032
By changed lines,Microsoft,6,cluster/azure,2243,2.805,0.031
By changed lines,Microsoft,6,translations/kubectl/template.pot,2153,2.692,0.03
By changed lines,Microsoft,6,docs/design/architecture.svg,1943,2.43,0.027
By changed lines,Microsoft,6,cluster/azure/util.sh,1675,2.095,0.023
All By changed lines,CoreOS,7,"",79806,1.119,1.119
By changed lines,CoreOS,7,pkg,40032,50.162,0.562
By changed lines,CoreOS,7,pkg/kubelet,21906,27.449,0.307
By changed lines,CoreOS,7,cluster,11411,14.298,0.16
By changed lines,CoreOS,7,pkg/kubelet/rkt,10325,12.938,0.145
By changed lines,CoreOS,7,plugin,10110,12.668,0.142
By changed lines,CoreOS,7,plugin/pkg,10032,12.57,0.141
By changed lines,CoreOS,7,cluster/gce,9019,11.301,0.127
By changed lines,CoreOS,7,cluster/gce/coreos,8616,10.796,0.121
By changed lines,CoreOS,7,pkg/apis,5143,6.444,0.072
By changed lines,CoreOS,7,api/swagger-spec,4651,5.828,0.065
By changed lines,CoreOS,7,pkg/kubelet/rkt/rkt.go,4428,5.548,0.062
By changed lines,CoreOS,7,test,4313,5.404,0.06
By changed lines,CoreOS,7,pkg/apis/rbac,3971,4.976,0.056
By changed lines,CoreOS,7,pkg/registry,3487,4.369,0.049
By changed lines,CoreOS,7,plugin/pkg/auth,3459,4.334,0.049
By changed lines,CoreOS,7,pkg/storage,3456,4.331,0.048
By changed lines,CoreOS,7,api/swagger-spec/rbac.authorization.k8s.io_v1alpha1.json,3295,4.129,0.046
By changed lines,CoreOS,7,cluster/gce/coreos/kube-manifests,3194,4.002,0.045
By changed lines,CoreOS,7,plugin/pkg/scheduler,3187,3.993,0.045
By changed lines,CoreOS,7,pkg/client,3044,3.814,0.043
By changed lines,CoreOS,7,pkg/kubelet/dockertools,3005,3.765,0.042
By changed lines,CoreOS,7,third_party/forked,2784,3.488,0.039
By changed lines,CoreOS,7,third_party/forked/etcd237,2752,3.448,0.039
All By changed lines,Huawei,8,"",66029,0.926,0.926
By changed lines,Huawei,8,federation,25513,38.639,0.358
By changed lines,Huawei,8,pkg,16289,24.669,0.228
By changed lines,Huawei,8,federation/pkg,12708,19.246,0.178
By changed lines,Huawei,8,test,6829,10.342,0.096
By changed lines,Huawei,8,docs,6565,9.943,0.092
By changed lines,Huawei,8,federation/pkg/federation-controller,6116,9.263,0.086
By changed lines,Huawei,8,plugin,5560,8.421,0.078
By changed lines,Huawei,8,plugin/pkg,5547,8.401,0.078
By changed lines,Huawei,8,federation/client,5388,8.16,0.076
By changed lines,Huawei,8,federation/client/clientset_generated,5353,8.107,0.075
By changed lines,Huawei,8,pkg/api,5098,7.721,0.072
By changed lines,Huawei,8,plugin/pkg/scheduler,4578,6.933,0.064
By changed lines,Huawei,8,federation/apis,4402,6.667,0.062
By changed lines,Huawei,8,plugin/pkg/scheduler/algorithm,4030,6.103,0.057
By changed lines,Huawei,8,federation/pkg/federation-controller/service,3802,5.758,0.053
By changed lines,Huawei,8,test/e2e,3599,5.451,0.05
By changed lines,Huawei,8,federation/pkg/federated-controller,3568,5.404,0.05
By changed lines,Huawei,8,pkg/kubectl,3506,5.31,0.049
By changed lines,Huawei,8,federation/pkg/federated-controller/cluster,3359,5.087,0.047
By changed lines,Huawei,8,federation/client/clientset_generated/federation_internalclientset,2655,4.021,0.037
By changed lines,Huawei,8,pkg/kubectl/cmd,2403,3.639,0.034
By changed lines,Huawei,8,federation/pkg/federated-controller/cluster/clustercontroller_test.go,2360,3.574,0.033
By changed lines,Huawei,8,federation/client/clientset_generated/federation_internalclientset/typed,2350,3.559,0.033
By changed lines,Huawei,8,federation/cmd,2321,3.515,0.033
By changed lines,Huawei,8,docs/user-guide,2202,3.335,0.031
All By changed lines,Vayable,9,"",54884,0.77,0.77
By changed lines,Vayable,9,www,28445,51.827,0.399
By changed lines,Vayable,9,pkg,26064,47.489,0.366
By changed lines,Vayable,9,pkg/ui,26063,47.487,0.366
By changed lines,Vayable,9,pkg/ui/datafile.go,25536,46.527,0.358
By changed lines,Vayable,9,www/app,15599,28.422,0.219
By changed lines,Vayable,9,www/master,12846,23.406,0.18
By changed lines,Vayable,9,www/master/shared,12105,22.056,0.17
By changed lines,Vayable,9,www/master/shared/assets/sampleData1.json,11993,21.852,0.168
By changed lines,Vayable,9,www/app/shared,11993,21.852,0.168
By changed lines,Vayable,9,www/master/shared/assets,11993,21.852,0.168
By changed lines,Vayable,9,www/app/shared/assets/sampleData1.json,11993,21.852,0.168
By changed lines,Vayable,9,www/app/assets,3404,6.202,0.048
By changed lines,Vayable,9,www/app/assets/js,3387,6.171,0.048
By changed lines,Vayable,9,www/app/assets/js/app.js,3386,6.169,0.047
By changed lines,Vayable,9,www/master/components/dashboard,722,1.316,0.01
All By changed lines,Mesosphere,10,"",37776,0.53,0.53
By changed lines,Mesosphere,10,contrib/mesos,29589,78.328,0.415
By changed lines,Mesosphere,10,contrib/mesos/pkg,27707,73.346,0.389
By changed lines,Mesosphere,10,contrib/mesos/pkg/scheduler,12700,33.619,0.178
By changed lines,Mesosphere,10,contrib/mesos/pkg/executor,5567,14.737,0.078
By changed lines,Mesosphere,10,contrib/mesos/pkg/scheduler/podtask,4011,10.618,0.056
By changed lines,Mesosphere,10,cluster,2737,7.245,0.038
By changed lines,Mesosphere,10,cluster/mesos/docker,2596,6.872,0.036
By changed lines,Mesosphere,10,pkg,2350,6.221,0.033
By changed lines,Mesosphere,10,contrib/mesos/pkg/scheduler/service,2074,5.49,0.029
By changed lines,Mesosphere,10,contrib/mesos/pkg/queue,1749,4.63,0.025
By changed lines,Mesosphere,10,contrib/mesos/pkg/proc,1692,4.479,0.024
By changed lines,Mesosphere,10,contrib/mesos/pkg/executor/executor.go,1623,4.296,0.023
By changed lines,Mesosphere,10,contrib/mesos/pkg/executor/service,1523,4.032,0.021
By changed lines,Mesosphere,10,docs,1456,3.854,0.02
By changed lines,Mesosphere,10,pkg/cloudprovider,1357,3.592,0.019
By changed lines,Mesosphere,10,contrib/mesos/pkg/scheduler/service/service.go,1299,3.439,0.018
By changed lines,Mesosphere,10,pkg/cloudprovider/mesos,1269,3.359,0.018
By changed lines,Mesosphere,10,contrib/mesos/pkg/executor/executor_test.go,1242,3.288,0.017
By changed lines,Mesosphere,10,contrib/mesos/pkg/minion,1232,3.261,0.017
By changed lines,Mesosphere,10,contrib/mesos/pkg/offers,1089,2.883,0.015
By changed lines,Mesosphere,10,docs/getting-started-guides,1089,2.883,0.015
By changed lines,Mesosphere,10,contrib/mesos/cmd,1017,2.692,0.014
By changed lines,Mesosphere,10,contrib/mesos/pkg/scheduler/plugin_test.go,1007,2.666,0.014
All By changed lines,VMware,11,"",36795,0.516,0.516
By changed lines,VMware,11,pkg,27135,73.746,0.381
By changed lines,VMware,11,pkg/generated/bindata.go,20316,55.214,0.285
By changed lines,VMware,11,cluster,4896,13.306,0.069
By changed lines,VMware,11,pkg/cloudprovider/providers,3558,9.67,0.05
By changed lines,VMware,11,test,2948,8.012,0.041
By changed lines,VMware,11,test/e2e,2946,8.007,0.041
By changed lines,VMware,11,cluster/vsphere,2700,7.338,0.038
By changed lines,VMware,11,pkg/volume,2562,6.963,0.036
By changed lines,VMware,11,pkg/cloudprovider/providers/vsphere,2439,6.629,0.034
By changed lines,VMware,11,pkg/cloudprovider/providers/vsphere/vsphere.go,1928,5.24,0.027
By changed lines,VMware,11,cluster/photon-controller,1843,5.009,0.026
By changed lines,VMware,11,cluster/vsphere/util.sh,1703,4.628,0.024
By changed lines,VMware,11,pkg/volume/photon_pd,1509,4.101,0.021
By changed lines,VMware,11,cluster/photon-controller/util.sh,1127,3.063,0.016
By changed lines,VMware,11,pkg/cloudprovider/providers/photon,1101,2.992,0.015
By changed lines,VMware,11,pkg/volume/vsphere_volume,1038,2.821,0.015
By changed lines,VMware,11,examples,972,2.642,0.014
By changed lines,VMware,11,examples/volumes/vsphere,954,2.593,0.013
By changed lines,VMware,11,pkg/cloudprovider/providers/photon/photon.go,830,2.256,0.012
By changed lines,VMware,11,examples/volumes/vsphere/README.md,739,2.008,0.01
By changed lines,VMware,11,cluster/vsphere/templates,688,1.87,0.01
By changed lines,VMware,11,test/e2e/storage,559,1.519,0.008
All By changed lines,Apache,12,"",29538,0.414,0.414
By changed lines,Apache,12,test,16293,55.159,0.229
By changed lines,Apache,12,test/e2e,16142,54.648,0.226
By changed lines,Apache,12,test/e2e/generated,12472,42.224,0.175
By changed lines,Apache,12,test/e2e/generated/bindata.go,12453,42.159,0.175
By changed lines,Apache,12,plugin,3359,11.372,0.047
By changed lines,Apache,12,examples,3340,11.307,0.047
By changed lines,Apache,12,plugin/pkg,3081,10.431,0.043
By changed lines,Apache,12,hack,2363,8.0,0.033
By changed lines,Apache,12,pkg,2355,7.973,0.033
By changed lines,Apache,12,hack/test-cmd.sh,1984,6.717,0.028
By changed lines,Apache,12,plugin/pkg/admission/webhook,1758,5.952,0.025
By changed lines,Apache,12,examples/high-availability,1604,5.43,0.022
By changed lines,Apache,12,plugin/pkg/scheduler,1323,4.479,0.019
By changed lines,Apache,12,staging/src/k8s.io/apiserver/pkg/util/webhook,946,3.203,0.013
By changed lines,Apache,12,staging/src/k8s.io/apiserver/pkg/util/webhook/webhook_test.go,607,2.055,0.009
By changed lines,Apache,12,pkg/apis/admission,555,1.879,0.008
By changed lines,Apache,12,pkg/util,548,1.855,0.008
All By changed lines,Hyper.sh,13,"",25099,0.352,0.352
By changed lines,Hyper.sh,13,pkg,21785,86.796,0.306
By changed lines,Hyper.sh,13,pkg/kubelet,20662,82.322,0.29
By changed lines,Hyper.sh,13,pkg/kubelet/api,10018,39.914,0.141
By changed lines,Hyper.sh,13,pkg/kubelet/api/v1alpha1/runtime,9397,37.44,0.132
By changed lines,Hyper.sh,13,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,8285,33.009,0.116
By changed lines,Hyper.sh,13,pkg/kubelet/kuberuntime,5152,20.527,0.072
By changed lines,Hyper.sh,13,pkg/kubelet/dockershim,1642,6.542,0.023
By changed lines,Hyper.sh,13,pkg/kubelet/dockertools,1433,5.709,0.02
By changed lines,Hyper.sh,13,pkg/kubelet/api/v1alpha1/runtime/api.proto,1112,4.43,0.016
By changed lines,Hyper.sh,13,test,1078,4.295,0.015
By changed lines,Hyper.sh,13,pkg/kubelet/kuberuntime/kuberuntime_manager.go,1077,4.291,0.015
By changed lines,Hyper.sh,13,pkg/kubelet/remote,874,3.482,0.012
By changed lines,Hyper.sh,13,pkg/kubelet/kuberuntime/kuberuntime_container.go,820,3.267,0.012
By changed lines,Hyper.sh,13,pkg/kubelet/kuberuntime/kuberuntime_manager_test.go,677,2.697,0.009
By changed lines,Hyper.sh,13,plugin,620,2.47,0.009
By changed lines,Hyper.sh,13,test/e2e_node,613,2.442,0.009
By changed lines,Hyper.sh,13,plugin/pkg/scheduler,599,2.387,0.008
By changed lines,Hyper.sh,13,pkg/kubelet/api/testing,598,2.383,0.008
By changed lines,Hyper.sh,13,pkg/kubelet/remote/remote_runtime.go,596,2.375,0.008
By changed lines,Hyper.sh,13,federation,526,2.096,0.007
By changed lines,Hyper.sh,13,federation/pkg,523,2.084,0.007
By changed lines,Hyper.sh,13,federation/pkg/federation-controller,518,2.064,0.007
By changed lines,Hyper.sh,13,pkg/kubelet/dockertools/docker_manager_linux_test.go,507,2.02,0.007
All By changed lines,Mirantis,14,"",19836,0.278,0.278
By changed lines,Mirantis,14,pkg,13004,65.558,0.182
By changed lines,Mirantis,14,pkg/kubectl,5304,26.739,0.074
By changed lines,Mirantis,14,test,4238,21.365,0.059
By changed lines,Mirantis,14,test/e2e,4144,20.891,0.058
By changed lines,Mirantis,14,pkg/kubectl/cmd,4046,20.397,0.057
By changed lines,Mirantis,14,pkg/controller,2430,12.25,0.034
By changed lines,Mirantis,14,test/e2e/generated/bindata.go,2097,10.572,0.029
By changed lines,Mirantis,14,pkg/kubelet,1678,8.459,0.024
By changed lines,Mirantis,14,pkg/controller/daemon,1218,6.14,0.017
By changed lines,Mirantis,14,test/e2e/scheduler_predicates.go,956,4.82,0.013
By changed lines,Mirantis,14,pkg/volume,862,4.346,0.012
By changed lines,Mirantis,14,pkg/util,838,4.225,0.012
By changed lines,Mirantis,14,pkg/controller/deployment,727,3.665,0.01
By changed lines,Mirantis,14,pkg/volume/downwardapi,689,3.473,0.01
By changed lines,Mirantis,14,pkg/volume/downwardapi/downwardapi_test.go,683,3.443,0.01
By changed lines,Mirantis,14,pkg/kubelet/dockertools,662,3.337,0.009
By changed lines,Mirantis,14,pkg/kubectl/cmd/set,650,3.277,0.009
By changed lines,Mirantis,14,plugin/pkg,636,3.206,0.009
By changed lines,Mirantis,14,pkg/apis,595,3.0,0.008
By changed lines,Mirantis,14,staging/src/k8s.io,558,2.813,0.008
By changed lines,Mirantis,14,staging/src/k8s.io/client-go,549,2.768,0.008
All By changed lines,Canonical,15,"",18656,0.262,0.262
By changed lines,Canonical,15,cluster,18101,97.025,0.254
By changed lines,Canonical,15,cluster/juju,17663,94.677,0.248
By changed lines,Canonical,15,cluster/juju/layers,10596,56.797,0.149
By changed lines,Canonical,15,cluster/juju/charms/trusty,6169,33.067,0.087
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master,3652,19.575,0.051
By changed lines,Canonical,15,cluster/juju/layers/kubernetes,3576,19.168,0.05
By changed lines,Canonical,15,cluster/juju/layers/kubernetes-master,3026,16.22,0.042
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes,2515,13.481,0.035
By changed lines,Canonical,15,cluster/juju/layers/kubernetes-worker,2378,12.747,0.033
By changed lines,Canonical,15,cluster/juju/layers/kubernetes-master/reactive/kubernetes_master.py,1247,6.684,0.017
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master/hooks,1208,6.475,0.017
By changed lines,Canonical,15,cluster/juju/layers/kubernetes/reactive/k8s.py,1199,6.427,0.017
By changed lines,Canonical,15,cluster/juju/layers/kubernetes/templates,1198,6.422,0.017
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes/hooks,969,5.194,0.014
By changed lines,Canonical,15,cluster/juju/layers/kubernetes-e2e,955,5.119,0.013
By changed lines,Canonical,15,cluster/juju/layers/kubernetes-worker/reactive/kubernetes_worker.py,867,4.647,0.012
By changed lines,Canonical,15,cluster/juju/layers/kubeapi-load-balancer,661,3.543,0.009
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master/hooks/hooks.py,655,3.511,0.009
By changed lines,Canonical,15,cluster/juju/layers/kubernetes/icon.svg,540,2.895,0.008
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes/icon.svg,540,2.895,0.008
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master/icon.svg,540,2.895,0.008
All By changed lines,NotFound,16,"",2222,0.031,0.031
By changed lines,NotFound,16,pkg,1543,69.442,0.022
By changed lines,NotFound,16,pkg/kubelet,530,23.852,0.007
By changed lines,NotFound,16,pkg/util,362,16.292,0.005
By changed lines,NotFound,16,pkg/kubelet/dockertools,316,14.221,0.004
By changed lines,NotFound,16,pkg/kubectl,313,14.086,0.004
By changed lines,NotFound,16,test,291,13.096,0.004
By changed lines,NotFound,16,test/e2e/pods.go,290,13.051,0.004
By changed lines,NotFound,16,pkg/util/backoff_test.go,194,8.731,0.003
By changed lines,NotFound,16,pkg/kubelet/container,184,8.281,0.003
By changed lines,NotFound,16,pkg/kubelet/dockertools/manager_test.go,179,8.056,0.003
By changed lines,NotFound,16,cluster,145,6.526,0.002
By changed lines,NotFound,16,pkg/kubectl/rollout_status_test.go,137,6.166,0.002
By changed lines,NotFound,16,cmd,135,6.076,0.002
By changed lines,NotFound,16,pkg/controller,128,5.761,0.002
By changed lines,NotFound,16,pkg/util/backoff.go,125,5.626,0.002
By changed lines,NotFound,16,cluster/addons,121,5.446,0.002
By changed lines,NotFound,16,pkg/kubelet/container/image_puller_test.go,119,5.356,0.002
By changed lines,NotFound,16,pkg/kubelet/dockertools/manager.go,114,5.131,0.002
By changed lines,NotFound,16,cluster/addons/fluentd-elasticsearch,97,4.365,0.001
By changed lines,NotFound,16,cmd/cloudcfg/cloudcfg.go,96,4.32,0.001
By changed lines,NotFound,16,pkg/kubectl/describe.go,92,4.14,0.001
By changed lines,NotFound,16,docs,85,3.825,0.001
By changed lines,NotFound,16,pkg/credentialprovider,84,3.78,0.001
All By number of commits to file,All,0,"",170351,100.0,100.0
All By number of commits to file,Google,1,"",90011,52.839,52.839
By number of commits to file,Google,1,pkg,38758,43.059,22.752
By number of commits to file,Google,1,docs,8885,9.871,5.216
By number of commits to file,Google,1,pkg/client,7942,8.823,4.662
By number of commits to file,Google,1,test,7869,8.742,4.619
By number of commits to file,Google,1,staging,6408,7.119,3.762
By number of commits to file,Google,1,staging/src/k8s.io,6389,7.098,3.75
By number of commits to file,Google,1,pkg/kubelet,6371,7.078,3.74
By number of commits to file,Google,1,cluster,5987,6.651,3.515
By number of commits to file,Google,1,staging/src/k8s.io/client-go,5584,6.204,3.278
By number of commits to file,Google,1,test/e2e,4844,5.382,2.844
By number of commits to file,Google,1,pkg/registry,3678,4.086,2.159
By number of commits to file,Google,1,pkg/client/clientset_generated,3570,3.966,2.096
By number of commits to file,Google,1,cmd,3448,3.831,2.024
By number of commits to file,Google,1,pkg/api,3390,3.766,1.99
By number of commits to file,Google,1,hack,3346,3.717,1.964
By number of commits to file,Google,1,pkg/controller,3249,3.61,1.907
