Order,Company,Index,File/Directory,Number,Percent,PercentAll
By changed lines,Weaveworks,5,cmd/kubeadm,774,14.103,0.098
By changed lines,Weaveworks,5,pkg/util,665,12.117,0.084
By changed lines,Weaveworks,5,cmd/kubeadm/app,628,11.443,0.08
By changed lines,Weaveworks,5,pkg/kubeadm/cmd/manual.go,600,10.933,0.076
By changed lines,Weaveworks,5,api,491,8.947,0.062
By changed lines,Weaveworks,5,pkg/util/cert,453,8.254,0.057
By changed lines,Weaveworks,5,cmd/kubeadm/app/master,353,6.432,0.045
By changed lines,Weaveworks,5,api/swagger-spec,329,5.995,0.042
By changed lines,Weaveworks,5,pkg/kubeadm/master/manifests.go,280,5.102,0.035
By changed lines,Weaveworks,5,pkg/kubeadm/master/apiclient.go,224,4.082,0.028
By changed lines,Weaveworks,5,pkg/kubeadm/util,217,3.954,0.028
By changed lines,Weaveworks,5,pkg/util/crypto/crypto.go,212,3.863,0.027
By changed lines,Weaveworks,5,pkg/kubeadm/master/pki.go,206,3.754,0.026
By changed lines,Weaveworks,5,pkg/kubeadm/node,201,3.663,0.025
By changed lines,Weaveworks,5,pkg/kubeadm/master/addons.go,191,3.48,0.024
By changed lines,Weaveworks,5,pkg/util/cert/cert.go,190,3.462,0.024
By changed lines,Weaveworks,5,pkg/kubeadm/cmd/init.go,175,3.189,0.022
By changed lines,Weaveworks,5,cmd/kubeadm/app/master/manifests.go,166,3.025,0.021
By changed lines,Weaveworks,5,api/openapi-spec,162,2.952,0.021
All By changed lines,Hyper.sh,6,"",5271,0.668,0.668
By changed lines,Hyper.sh,6,pkg,4659,88.389,0.591
By changed lines,Hyper.sh,6,pkg/kubelet,4612,87.498,0.585
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime,2240,42.497,0.284
By changed lines,Hyper.sh,6,pkg/kubelet/api,1567,29.729,0.199
By changed lines,Hyper.sh,6,pkg/kubelet/api/v1alpha1/runtime,1537,29.16,0.195
By changed lines,Hyper.sh,6,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,1391,26.39,0.176
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_manager.go,678,12.863,0.086
By changed lines,Hyper.sh,6,pkg/kubelet/dockershim,631,11.971,0.08
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_container.go,469,8.898,0.059
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_manager_test.go,345,6.545,0.044
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_gc.go,280,5.312,0.035
By changed lines,Hyper.sh,6,test,275,5.217,0.035
By changed lines,Hyper.sh,6,pkg/kubelet/dockershim/security_context_test.go,265,5.028,0.034
By changed lines,Hyper.sh,6,plugin/pkg/scheduler,257,4.876,0.033
By changed lines,Hyper.sh,6,test/e2e_node,252,4.781,0.032
By changed lines,Hyper.sh,6,pkg/kubelet/dockershim/security_context.go,169,3.206,0.021
By changed lines,Hyper.sh,6,pkg/kubelet/api/v1alpha1/runtime/api.proto,146,2.77,0.019
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/kuberuntime_gc_test.go,142,2.694,0.018
By changed lines,Hyper.sh,6,test/e2e_node/log_path_test.go,132,2.504,0.017
By changed lines,Hyper.sh,6,plugin/pkg/scheduler/equivalence_cache.go,132,2.504,0.017
By changed lines,Hyper.sh,6,pkg/kubelet/kuberuntime/security_context.go,128,2.428,0.016
By changed lines,Hyper.sh,6,test/e2e_node/noadmit_taint_test.go,117,2.22,0.015
All By changed lines,CoreOS,7,"",3582,0.454,0.454
By changed lines,CoreOS,7,pkg,2361,65.913,0.299
By changed lines,CoreOS,7,pkg/kubelet,1474,41.15,0.187
By changed lines,CoreOS,7,pkg/kubelet/api/v1alpha1/runtime,720,20.101,0.091
By changed lines,CoreOS,7,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,557,15.55,0.071
By changed lines,CoreOS,7,cluster,477,13.317,0.06
By changed lines,CoreOS,7,pkg/kubelet/rktshim,435,12.144,0.055
By changed lines,CoreOS,7,pkg/registry,426,11.893,0.054
By changed lines,CoreOS,7,docs,380,10.609,0.048
By changed lines,CoreOS,7,cluster/images/etcd/rollback,374,10.441,0.047
By changed lines,CoreOS,7,pkg/storage,373,10.413,0.047
By changed lines,CoreOS,7,cluster/images/etcd/rollback/rollback.go,329,9.185,0.042
By changed lines,CoreOS,7,pkg/registry/generic,319,8.906,0.04
By changed lines,CoreOS,7,docs/proposals,316,8.822,0.04
By changed lines,CoreOS,7,build-tools/kube-dns/README.md,248,6.924,0.031
By changed lines,CoreOS,7,pkg/registry/generic/registry,237,6.616,0.03
By changed lines,CoreOS,7,pkg/kubelet/rktshim/imagestore_test.go,210,5.863,0.027
By changed lines,CoreOS,7,pkg/kubelet/rkt,187,5.221,0.024
By changed lines,CoreOS,7,docs/proposals/volume-hostpath-qualifiers.md,179,4.997,0.023
By changed lines,CoreOS,7,pkg/kubelet/api/v1alpha1/runtime/api.proto,163,4.551,0.021
All By changed lines,VMware,8,"",3380,0.428,0.428
By changed lines,VMware,8,pkg,2611,77.249,0.331
By changed lines,VMware,8,pkg/volume,1517,44.882,0.192
By changed lines,VMware,8,pkg/volume/photon_pd,1492,44.142,0.189
By changed lines,VMware,8,pkg/cloudprovider/providers,1013,29.97,0.128
By changed lines,VMware,8,pkg/cloudprovider/providers/photon,896,26.509,0.114
By changed lines,VMware,8,pkg/cloudprovider/providers/photon/photon.go,639,18.905,0.081
By changed lines,VMware,8,examples,499,14.763,0.063
By changed lines,VMware,8,examples/volumes/vsphere,483,14.29,0.061
By changed lines,VMware,8,pkg/volume/photon_pd/photon_pd.go,397,11.746,0.05
By changed lines,VMware,8,examples/volumes/vsphere/README.md,372,11.006,0.047
By changed lines,VMware,8,pkg/volume/photon_pd/attacher_test.go,328,9.704,0.042
By changed lines,VMware,8,pkg/volume/photon_pd/attacher.go,305,9.024,0.039
By changed lines,VMware,8,pkg/volume/photon_pd/photon_pd_test.go,239,7.071,0.03
By changed lines,VMware,8,pkg/cloudprovider/providers/photon/photon_test.go,216,6.391,0.027
By changed lines,VMware,8,pkg/volume/photon_pd/photon_util.go,163,4.822,0.021
By changed lines,VMware,8,cluster,145,4.29,0.018
By changed lines,VMware,8,cluster/vsphere,139,4.112,0.018
By changed lines,VMware,8,pkg/cloudprovider/providers/vsphere,115,3.402,0.015
By changed lines,VMware,8,api/swagger-spec,109,3.225,0.014
By changed lines,VMware,8,pkg/cloudprovider/providers/vsphere/vsphere.go,109,3.225,0.014
By changed lines,VMware,8,cluster/vsphere/util.sh,87,2.574,0.011
By changed lines,VMware,8,pkg/volume/photon_pd/BUILD,56,1.657,0.007
All By changed lines,FathomDB,9,"",2910,0.369,0.369
By changed lines,FathomDB,9,pkg,1853,63.677,0.235
By changed lines,FathomDB,9,pkg/cloudprovider,651,22.371,0.083
By changed lines,FathomDB,9,pkg/cloudprovider/providers,637,21.89,0.081
By changed lines,FathomDB,9,staging/src/k8s.io/client-go,609,20.928,0.077
By changed lines,FathomDB,9,staging/src/k8s.io/client-go/_vendor/github.com/juju/ratelimit,604,20.756,0.077
By changed lines,FathomDB,9,pkg/util,382,13.127,0.048
By changed lines,FathomDB,9,pkg/util/ratelimit,374,12.852,0.047
By changed lines,FathomDB,9,federation,337,11.581,0.043
By changed lines,FathomDB,9,federation/pkg,329,11.306,0.042
By changed lines,FathomDB,9,pkg/cloudprovider/providers/aws,310,10.653,0.039
By changed lines,FathomDB,9,pkg/volume,292,10.034,0.037
By changed lines,FathomDB,9,federation/pkg/federation-controller/service,270,9.278,0.034
By changed lines,FathomDB,9,staging/src/k8s.io/client-go/_vendor/github.com/juju/ratelimit/ratelimit.go,245,8.419,0.031
By changed lines,FathomDB,9,pkg/cloudprovider/providers/aws/aws.go,204,7.01,0.026
By changed lines,FathomDB,9,staging/src/k8s.io/client-go/_vendor/github.com/juju/ratelimit/LICENSE,191,6.564,0.024
By changed lines,FathomDB,9,pkg/kubelet,190,6.529,0.024
By changed lines,FathomDB,9,pkg/util/ratelimit/bucket_test.go,179,6.151,0.023
By changed lines,FathomDB,9,pkg/util/ratelimit/bucket.go,170,5.842,0.022
All By changed lines,Rook,10,"",2249,0.285,0.285
By changed lines,Rook,10,pkg,986,43.842,0.125
By changed lines,Rook,10,pkg/kubelet,630,28.012,0.08
By changed lines,Rook,10,cluster,515,22.899,0.065
By changed lines,Rook,10,build/build-image,407,18.097,0.052
By changed lines,Rook,10,build/build-image/cross,405,18.008,0.051
By changed lines,Rook,10,build/build-image/cross/golang-patches/CL28857-go1.7.1-luxas.patch,390,17.341,0.049
By changed lines,Rook,10,cluster/saltbase/salt,370,16.452,0.047
By changed lines,Rook,10,cmd,285,12.672,0.036
By changed lines,Rook,10,pkg/kubeadm,274,12.183,0.035
By changed lines,Rook,10,cmd/kubeadm,257,11.427,0.033
By changed lines,Rook,10,cmd/kubeadm/app,256,11.383,0.032
By changed lines,Rook,10,cluster/saltbase/salt/flannel,176,7.826,0.022
By changed lines,Rook,10,pkg/kubelet/flannel_helper.go,168,7.47,0.021
By changed lines,Rook,10,cmd/kubeadm/app/cmd,166,7.381,0.021
By changed lines,Rook,10,pkg/kubelet/container_bridge.go,160,7.114,0.02
By changed lines,Rook,10,cluster/saltbase/salt/flannel-server,159,7.07,0.02
By changed lines,Rook,10,pkg/kubelet/container_bridge_test.go,154,6.847,0.02
By changed lines,Rook,10,cluster/saltbase/salt/flannel/initd,126,5.602,0.016
By changed lines,Rook,10,cluster/images,120,5.336,0.015
By changed lines,Rook,10,cluster/images/flannel,114,5.069,0.014
By changed lines,Rook,10,pkg/kubeadm/master,113,5.024,0.014
By changed lines,Rook,10,cluster/saltbase/salt/flannel-server/flannel-server.manifest,112,4.98,0.014
All By changed lines,Huawei,11,"",1789,0.227,0.227
By changed lines,Huawei,11,test,851,47.568,0.108
By changed lines,Huawei,11,test/e2e,735,41.084,0.093
By changed lines,Huawei,11,pkg,649,36.277,0.082
By changed lines,Huawei,11,pkg/controller,515,28.787,0.065
By changed lines,Huawei,11,pkg/controller/petset,251,14.03,0.032
By changed lines,Huawei,11,test/e2e/cluster_upgrade.go,227,12.689,0.029
By changed lines,Huawei,11,federation,216,12.074,0.027
By changed lines,Huawei,11,federation/pkg,215,12.018,0.027
By changed lines,Huawei,11,federation/pkg/federation-controller,185,10.341,0.023
By changed lines,Huawei,11,pkg/controller/petset/pet_test.go,177,9.894,0.022
By changed lines,Huawei,11,federation/pkg/federation-controller/service,123,6.875,0.016
By changed lines,Huawei,11,test/e2e/federated-secret.go,122,6.819,0.015
By changed lines,Huawei,11,test/images/serve_hostname,116,6.484,0.015
By changed lines,Huawei,11,pkg/api,115,6.428,0.015
By changed lines,Huawei,11,test/e2e/kubectl.go,114,6.372,0.014
By changed lines,Huawei,11,pkg/api/helpers_test.go,101,5.646,0.013
By changed lines,Huawei,11,pkg/controller/replicaset,92,5.143,0.012
By changed lines,Huawei,11,test/e2e/common,90,5.031,0.011
By changed lines,Huawei,11,test/e2e/daemon_set.go,88,4.919,0.011
By changed lines,Huawei,11,test/images/serve_hostname/Makefile,83,4.639,0.011
By changed lines,Huawei,11,test/e2e/common/secrets.go,80,4.472,0.01
By changed lines,Huawei,11,pkg/controller/replicaset/replica_set.go,64,3.577,0.008
By changed lines,Huawei,11,federation/pkg/federation-controller/replicaset,62,3.466,0.008
By changed lines,Huawei,11,pkg/controller/endpoint/endpoints_controller.go,56,3.13,0.007
All By changed lines,Net EASE 网易有态度,12,"",1600,0.203,0.203
By changed lines,Net EASE 网易有态度,12,pkg,1520,95.0,0.193
By changed lines,Net EASE 网易有态度,12,pkg/kubectl,1279,79.938,0.162
By changed lines,Net EASE 网易有态度,12,pkg/kubectl/cmd,1209,75.563,0.153
By changed lines,Net EASE 网易有态度,12,pkg/kubectl/cmd/util,645,40.313,0.082
By changed lines,Net EASE 网易有态度,12,pkg/kubectl/cmd/util/factory.go,634,39.625,0.08
By changed lines,Net EASE 网易有态度,12,pkg/kubectl/cmd/cmd_test.go,348,21.75,0.044
By changed lines,Net EASE 网易有态度,12,pkg/apis,176,11.0,0.022
By changed lines,Net EASE 网易有态度,12,pkg/apis/autoscaling/v1,104,6.5,0.013
By changed lines,Net EASE 网易有态度,12,pkg/apis/autoscaling/v1/defaults_test.go,91,5.688,0.012
By changed lines,Net EASE 网易有态度,12,pkg/apis/extensions/v1beta1/defaults_test.go,72,4.5,0.009
By changed lines,Net EASE 网易有态度,12,plugin/pkg/scheduler/algorithm/predicates,72,4.5,0.009
By changed lines,Net EASE 网易有态度,12,pkg/apis/extensions/v1beta1,72,4.5,0.009
By changed lines,Net EASE 网易有态度,12,plugin/pkg/scheduler/algorithm/predicates/predicates_test.go,72,4.5,0.009
By changed lines,Net EASE 网易有态度,12,pkg/apis/extensions,72,4.5,0.009
By changed lines,Net EASE 网易有态度,12,plugin/pkg/scheduler/algorithm,72,4.5,0.009
By changed lines,Net EASE 网易有态度,12,pkg/kubectl/rollback.go,59,3.688,0.007
By changed lines,Net EASE 网易有态度,12,pkg/kubectl/cmd/exec_test.go,52,3.25,0.007
By changed lines,Net EASE 网易有态度,12,pkg/controller,42,2.625,0.005
By changed lines,Net EASE 网易有态度,12,pkg/controller/podautoscaler,40,2.5,0.005
By changed lines,Net EASE 网易有态度,12,pkg/controller/podautoscaler/horizontal_test.go,35,2.188,0.004
By changed lines,Net EASE 网易有态度,12,pkg/kubectl/cmd/exec.go,26,1.625,0.003
All By changed lines,Intel,13,"",1337,0.169,0.169
By changed lines,Intel,13,test,516,38.594,0.065
By changed lines,Intel,13,test/e2e,374,27.973,0.047
By changed lines,Intel,13,test/e2e/opaque_resource.go,373,27.898,0.047
By changed lines,Intel,13,pkg,296,22.139,0.038
By changed lines,Intel,13,plugin/pkg/scheduler,247,18.474,0.031
By changed lines,Intel,13,pkg/api,246,18.399,0.031
By changed lines,Intel,13,pkg/api/validation,224,16.754,0.028
By changed lines,Intel,13,examples,222,16.604,0.028
By changed lines,Intel,13,pkg/api/validation/validation_test.go,206,15.408,0.026
By changed lines,Intel,13,examples/spark,173,12.939,0.022
By changed lines,Intel,13,plugin/pkg/scheduler/algorithm/predicates,166,12.416,0.021
By changed lines,Intel,13,test/test_owners.csv,136,10.172,0.017
By changed lines,Intel,13,plugin/pkg/scheduler/algorithm/predicates/predicates_test.go,115,8.601,0.015
By changed lines,Intel,13,examples/spark/README.md,111,8.302,0.014
By changed lines,Intel,13,plugin/pkg/scheduler/schedulercache,81,6.058,0.01
By changed lines,Intel,13,plugin/pkg/scheduler/schedulercache/node_info.go,80,5.984,0.01
By changed lines,Intel,13,plugin/pkg/scheduler/algorithm/predicates/predicates.go,51,3.815,0.006
By changed lines,Intel,13,cmd/kubeadm/app,49,3.665,0.006
By changed lines,Intel,13,pkg/kubelet,43,3.216,0.005
By changed lines,Intel,13,examples/experimental/persistent-volume-provisioning,41,3.067,0.005
All By changed lines,Jetstack,14,"",1335,0.169,0.169
By changed lines,Jetstack,14,pkg,1308,97.978,0.166
By changed lines,Jetstack,14,pkg/volume/flocker,1262,94.532,0.16
By changed lines,Jetstack,14,pkg/volume/flocker/flocker.go,469,35.131,0.059
By changed lines,Jetstack,14,pkg/volume/flocker/plugin.go,270,20.225,0.034
By changed lines,Jetstack,14,pkg/volume/flocker/flocker_test.go,161,12.06,0.02
By changed lines,Jetstack,14,pkg/volume/flocker/flocker_volume_test.go,109,8.165,0.014
By changed lines,Jetstack,14,pkg/volume/flocker/flocker_volume.go,102,7.64,0.013
By changed lines,Jetstack,14,pkg/volume/flocker/flocker_util.go,94,7.041,0.012
By changed lines,Jetstack,14,pkg/volume/flocker/flocker_util_test.go,57,4.27,0.007
By changed lines,Jetstack,14,pkg/api,46,3.446,0.006
By changed lines,Jetstack,14,pkg/api/validation,34,2.547,0.004
By changed lines,Jetstack,14,pkg/api/validation/validation_test.go,28,2.097,0.004
By changed lines,Jetstack,14,api/swagger-spec,24,1.798,0.003
All By changed lines,IBM,15,"",1231,0.156,0.156
By changed lines,IBM,15,pkg,815,66.206,0.103
By changed lines,IBM,15,pkg/kubectl,724,58.814,0.092
By changed lines,IBM,15,pkg/kubectl/cmd,256,20.796,0.032
By changed lines,IBM,15,pkg/kubectl/scale_test.go,209,16.978,0.026
By changed lines,IBM,15,pkg/kubectl/resource/builder.go,173,14.054,0.022
By changed lines,IBM,15,pkg/kubectl/cmd/config,167,13.566,0.021
By changed lines,IBM,15,pkg/kubectl/cmd/config/config_test.go,130,10.561,0.016
By changed lines,IBM,15,examples,116,9.423,0.015
By changed lines,IBM,15,test,103,8.367,0.013
By changed lines,IBM,15,examples/k8petstore,85,6.905,0.011
By changed lines,IBM,15,hack,64,5.199,0.008
By changed lines,IBM,15,cmd/genman/gen_kube_man.go,61,4.955,0.008
By changed lines,IBM,15,test/e2e,59,4.793,0.007
By changed lines,IBM,15,pkg/kubectl/scale.go,54,4.387,0.007
By changed lines,IBM,15,pkg/util,49,3.981,0.006
By changed lines,IBM,15,pkg/util/proxy/transport_test.go,46,3.737,0.006
By changed lines,IBM,15,pkg/kubectl/cmd/replace_test.go,46,3.737,0.006
By changed lines,IBM,15,pkg/util/proxy,46,3.737,0.006
By changed lines,IBM,15,hack/verify-flags,40,3.249,0.005
By changed lines,IBM,15,hack/verify-flags/known-flags.txt,39,3.168,0.005
By changed lines,IBM,15,test/e2e/kubectl.go,36,2.924,0.005
By changed lines,IBM,15,test/soak,34,2.762,0.004
All By changed lines,Self,16,"",1224,0.155,0.155
By changed lines,Self,16,pkg,493,40.278,0.062
By changed lines,Self,16,pkg/kubelet,484,39.542,0.061
By changed lines,Self,16,pkg/kubelet/rktshim,435,35.539,0.055
By changed lines,Self,16,docs,351,28.676,0.044
By changed lines,Self,16,docs/proposals,338,27.614,0.043
By changed lines,Self,16,docs/proposals/dramatically-simplify-cluster-creation.md,292,23.856,0.037
By changed lines,Self,16,pkg/kubelet/rktshim/imagestore_test.go,210,17.157,0.027
By changed lines,Self,16,test,201,16.422,0.025
By changed lines,Self,16,test/e2e,198,16.176,0.025
By changed lines,Self,16,test/e2e/common/secrets.go,196,16.013,0.025
By changed lines,Self,16,pkg/kubelet/rktshim/cli.go,152,12.418,0.019
By changed lines,Self,16,examples,94,7.68,0.012
By changed lines,Self,16,pkg/kubelet/rktshim/imagestore.go,73,5.964,0.009
By changed lines,Self,16,examples/storage,60,4.902,0.008
By changed lines,Self,16,examples/storage/cassandra,57,4.657,0.007
By changed lines,Self,16,examples/storage/cassandra/README.md,54,4.412,0.007
By changed lines,Self,16,pkg/kubelet/rkt,47,3.84,0.006
By changed lines,Self,16,plugin/pkg/auth/authenticator/password/keystone,38,3.105,0.005
By changed lines,Self,16,plugin/pkg/auth/authenticator/password/keystone/keystone.go,36,2.941,0.005
All By changed lines,NotFound,17,"",151,0.019,0.019
By changed lines,NotFound,17,pkg/kubectl,146,96.689,0.019
By changed lines,NotFound,17,pkg/kubectl/rollout_status_test.go,137,90.728,0.017
By changed lines,NotFound,17,pkg/kubectl/rollout_status.go,9,5.96,0.001
By changed lines,NotFound,17,docs/design/aws_under_the_hood.md,3,1.987,0.0
By changed lines,NotFound,17,cluster/ubuntu/util.sh,2,1.325,0.0
All By number of commits to file,All,0,"",15544,100.0,100.0
All By number of commits to file,Google,1,"",9446,60.769,60.769
By number of commits to file,Google,1,pkg,3446,36.481,22.169
By number of commits to file,Google,1,staging,2033,21.522,13.079
By number of commits to file,Google,1,staging/src/k8s.io/client-go,2031,21.501,13.066
By number of commits to file,Google,1,pkg/client,1165,12.333,7.495
By number of commits to file,Google,1,pkg/client/clientset_generated,1060,11.222,6.819
By number of commits to file,Google,1,staging/src/k8s.io/client-go/1.5,994,10.523,6.395
By number of commits to file,Google,1,test,982,10.396,6.318
By number of commits to file,Google,1,federation,672,7.114,4.323
By number of commits to file,Google,1,pkg/kubelet,630,6.669,4.053
By number of commits to file,Google,1,cluster,548,5.801,3.525
By number of commits to file,Google,1,test/e2e,494,5.23,3.178
By number of commits to file,Google,1,pkg/client/clientset_generated/release_1_5,475,5.029,3.056
By number of commits to file,Google,1,staging/src/k8s.io/client-go/,453,4.796,2.914
By number of commits to file,Google,1,docs,451,4.775,2.901
By number of commits to file,Google,1,pkg/client/clientset_generated/release_1_5/typed,447,4.732,2.876
By number of commits to file,Google,1,staging/src/k8s.io/client-go/1.5/_vendor,424,4.489,2.728
By number of commits to file,Google,1,cmd,422,4.467,2.715
By number of commits to file,Google,1,federation/client,311,3.292,2.001
