Order,Company,Index,File/Directory,Number,Percent,PercentAll
By changed lines,Microsoft,6,translations/kubectl/template.pot,619,5.072,0.054
By changed lines,Microsoft,6,pkg/proxy/winuserspace/proxysocket.go,472,3.868,0.041
By changed lines,Microsoft,6,pkg/util,426,3.491,0.037
By changed lines,Microsoft,6,pkg/kubectl,330,2.704,0.029
By changed lines,Microsoft,6,pkg/kubectl/cmd,318,2.606,0.028
By changed lines,Microsoft,6,pkg/credentialprovider/azure,279,2.286,0.024
By changed lines,Microsoft,6,pkg/proxy/winuserspace/port_allocator_test.go,258,2.114,0.023
By changed lines,Microsoft,6,pkg/util/i18n,228,1.868,0.02
By changed lines,Microsoft,6,pkg/util/ipconfig,193,1.581,0.017
By changed lines,Microsoft,6,translations/kubectl/fr_FR/LC_MESSAGES,179,1.467,0.016
All By changed lines,Huawei,7,"",11208,0.979,0.979
By changed lines,Huawei,7,federation,7689,68.603,0.672
By changed lines,Huawei,7,federation/pkg,2858,25.5,0.25
By changed lines,Huawei,7,federation/client/clientset_generated,2454,21.895,0.214
By changed lines,Huawei,7,federation/apis,2173,19.388,0.19
By changed lines,Huawei,7,federation/apis/openapi-spec/swagger.json,2168,19.343,0.189
By changed lines,Huawei,7,test,1906,17.006,0.167
By changed lines,Huawei,7,federation/pkg/kubefed,1852,16.524,0.162
By changed lines,Huawei,7,federation/pkg/kubefed/init,1293,11.536,0.113
By changed lines,Huawei,7,test/e2e_federation,1273,11.358,0.111
By changed lines,Huawei,7,federation/client/clientset_generated/federation_clientset,1246,11.117,0.109
By changed lines,Huawei,7,federation/client/clientset_generated/federation_internalclientset,1208,10.778,0.106
By changed lines,Huawei,7,federation/client/clientset_generated/federation_clientset/typed,1155,10.305,0.101
By changed lines,Huawei,7,federation/client/clientset_generated/federation_internalclientset/typed,1147,10.234,0.1
By changed lines,Huawei,7,pkg,1021,9.11,0.089
By changed lines,Huawei,7,federation/pkg/dnsprovider,983,8.771,0.086
By changed lines,Huawei,7,federation/pkg/dnsprovider/providers,951,8.485,0.083
By changed lines,Huawei,7,federation/pkg/dnsprovider/providers/coredns,921,8.217,0.08
By changed lines,Huawei,7,pkg/api,713,6.362,0.062
By changed lines,Huawei,7,federation/pkg/kubefed/init/init_test.go,661,5.898,0.058
By changed lines,Huawei,7,federation/pkg/kubefed/init/init.go,628,5.603,0.055
By changed lines,Huawei,7,federation/client/clientset_generated/federation_clientset/typed/autoscaling/v1,585,5.219,0.051
By changed lines,Huawei,7,federation/client/clientset_generated/federation_internalclientset/typed/autoscaling/internalversion,582,5.193,0.051
All By changed lines,Canonical,8,"",6689,0.584,0.584
By changed lines,Canonical,8,cluster/juju,6680,99.865,0.584
By changed lines,Canonical,8,cluster/juju/layers,6676,99.806,0.583
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-master,2270,33.936,0.198
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-worker,1581,23.636,0.138
By changed lines,Canonical,8,cluster/juju/layers/kubernetes,1360,20.332,0.119
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-master/reactive/kubernetes_master.py,836,12.498,0.073
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-e2e,810,12.109,0.071
By changed lines,Canonical,8,cluster/juju/layers/kubeapi-load-balancer,655,9.792,0.057
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-worker/reactive/kubernetes_worker.py,558,8.342,0.049
By changed lines,Canonical,8,cluster/juju/layers/kubernetes/reactive/k8s.py,485,7.251,0.042
By changed lines,Canonical,8,cluster/juju/layers/kubernetes/templates,424,6.339,0.037
By changed lines,Canonical,8,cluster/juju/layers/kubeapi-load-balancer/icon.svg,412,6.159,0.036
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-worker/icon.svg,362,5.412,0.032
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-e2e/icon.svg,362,5.412,0.032
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-master/icon.svg,362,5.412,0.032
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-master/actions,315,4.709,0.028
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-master/actions/create-rbd-pv,298,4.455,0.026
By changed lines,Canonical,8,cluster/juju/layers/kubernetes/icon.svg,270,4.036,0.024
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-master/tactics,233,3.483,0.02
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-worker/templates,231,3.453,0.02
By changed lines,Canonical,8,cluster/juju/layers/kubernetes-master/tactics/update_addons.py,217,3.244,0.019
All By changed lines,Hyper.sh,9,"",5961,0.521,0.521
By changed lines,Hyper.sh,9,pkg,5031,84.399,0.44
By changed lines,Hyper.sh,9,pkg/kubelet,4741,79.534,0.414
By changed lines,Hyper.sh,9,pkg/kubelet/api,2048,34.357,0.179
By changed lines,Hyper.sh,9,pkg/kubelet/api/v1alpha1/runtime,1943,32.595,0.17
By changed lines,Hyper.sh,9,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,1732,29.056,0.151
By changed lines,Hyper.sh,9,pkg/kubelet/dockertools,1068,17.916,0.093
By changed lines,Hyper.sh,9,pkg/kubelet/dockershim,626,10.502,0.055
By changed lines,Hyper.sh,9,federation,519,8.707,0.045
By changed lines,Hyper.sh,9,federation/pkg/federation-controller,516,8.656,0.045
By changed lines,Hyper.sh,9,pkg/kubelet/dockertools/docker_manager_linux_test.go,507,8.505,0.044
By changed lines,Hyper.sh,9,pkg/kubelet/kuberuntime,480,8.052,0.042
By changed lines,Hyper.sh,9,pkg/kubelet/dockertools/docker_manager_test.go,477,8.002,0.042
By changed lines,Hyper.sh,9,test,332,5.57,0.029
By changed lines,Hyper.sh,9,test/e2e,318,5.335,0.028
By changed lines,Hyper.sh,9,test/e2e/statefulset.go,297,4.982,0.026
By changed lines,Hyper.sh,9,pkg/kubelet/api/v1alpha1/runtime/api.proto,211,3.54,0.018
By changed lines,Hyper.sh,9,pkg/kubelet/remote,207,3.473,0.018
By changed lines,Hyper.sh,9,federation/pkg/federation-controller/util,176,2.953,0.015
By changed lines,Hyper.sh,9,pkg/controller,112,1.879,0.01
By changed lines,Hyper.sh,9,pkg/kubelet/remote/remote_runtime.go,110,1.845,0.01
By changed lines,Hyper.sh,9,pkg/kubelet/dockershim/helpers_test.go,94,1.577,0.008
By changed lines,Hyper.sh,9,pkg/kubelet/kuberuntime/kuberuntime_container.go,88,1.476,0.008
By changed lines,Hyper.sh,9,pkg/kubelet/api/testing,87,1.459,0.008
All By changed lines,Mirantis,10,"",4814,0.421,0.421
By changed lines,Mirantis,10,pkg,4125,85.688,0.36
By changed lines,Mirantis,10,pkg/kubectl,1097,22.788,0.096
By changed lines,Mirantis,10,pkg/controller,974,20.233,0.085
By changed lines,Mirantis,10,pkg/controller/daemon,970,20.15,0.085
By changed lines,Mirantis,10,pkg/kubectl/cmd,925,19.215,0.081
By changed lines,Mirantis,10,pkg/volume/downwardapi/downwardapi_test.go,683,14.188,0.06
By changed lines,Mirantis,10,pkg/kubectl/cmd/set,577,11.986,0.05
By changed lines,Mirantis,10,pkg/apis/extensions,525,10.906,0.046
By changed lines,Mirantis,10,pkg/kubelet,410,8.517,0.036
By changed lines,Mirantis,10,pkg/controller/daemon/daemoncontroller_test.go,401,8.33,0.035
By changed lines,Mirantis,10,pkg/apis/extensions/validation,365,7.582,0.032
By changed lines,Mirantis,10,pkg/apis/extensions/validation/validation_test.go,326,6.772,0.028
By changed lines,Mirantis,10,pkg/kubectl/cmd/set/set_selector_test.go,302,6.273,0.026
By changed lines,Mirantis,10,pkg/kubectl/cmd/top_pod_test.go,250,5.193,0.022
By changed lines,Mirantis,10,pkg/util/iptables,222,4.612,0.019
By changed lines,Mirantis,10,pkg/kubectl/cmd/set/set_selector.go,221,4.591,0.019
By changed lines,Mirantis,10,pkg/util/iptables/iptables_test.go,221,4.591,0.019
By changed lines,Mirantis,10,test/e2e,216,4.487,0.019
By changed lines,Mirantis,10,plugin/pkg/scheduler,212,4.404,0.019
All By changed lines,Apprenda,11,"",4669,0.408,0.408
By changed lines,Apprenda,11,cmd,4308,92.268,0.376
By changed lines,Apprenda,11,cmd/kubeadm,4306,92.225,0.376
By changed lines,Apprenda,11,cmd/kubeadm/app,3993,85.522,0.349
By changed lines,Apprenda,11,cmd/kubeadm/app/master,1784,38.209,0.156
By changed lines,Apprenda,11,cmd/kubeadm/app/node,635,13.6,0.055
By changed lines,Apprenda,11,cmd/kubeadm/app/master/manifests_test.go,588,12.594,0.051
By changed lines,Apprenda,11,cmd/kubeadm/app/util,359,7.689,0.031
By changed lines,Apprenda,11,cmd/kubeadm/app/apis/kubeadm,315,6.747,0.028
By changed lines,Apprenda,11,cmd/kubeadm/app/cmd,314,6.725,0.027
By changed lines,Apprenda,11,cmd/kubeadm/test,311,6.661,0.027
By changed lines,Apprenda,11,cmd/kubeadm/app/discovery,311,6.661,0.027
By changed lines,Apprenda,11,cmd/kubeadm/app/util/tokens_test.go,300,6.425,0.026
By changed lines,Apprenda,11,cmd/kubeadm/test/cmd,293,6.275,0.026
By changed lines,Apprenda,11,cmd/kubeadm/app/apis/kubeadm/validation,276,5.911,0.024
By changed lines,Apprenda,11,cmd/kubeadm/app/node/bootstrap_test.go,265,5.676,0.023
By changed lines,Apprenda,11,cmd/kubeadm/app/master/pki_test.go,258,5.526,0.023
By changed lines,Apprenda,11,cmd/kubeadm/app/master/apiclient_test.go,205,4.391,0.018
By changed lines,Apprenda,11,cmd/kubeadm/app/apis/kubeadm/validation/validation_test.go,189,4.048,0.017
By changed lines,Apprenda,11,cmd/kubeadm/app/cmd/init.go,183,3.919,0.016
By changed lines,Apprenda,11,pkg,166,3.555,0.015
By changed lines,Apprenda,11,cmd/kubeadm/app/node/csr_test.go,159,3.405,0.014
By changed lines,Apprenda,11,cmd/kubeadm/app/master/tokens_test.go,150,3.213,0.013
By changed lines,Apprenda,11,pkg/kubelet,150,3.213,0.013
By changed lines,Apprenda,11,cmd/kubeadm/test/cmd/init_test.go,141,3.02,0.012
All By changed lines,JPMorgan Chase,12,"",4258,0.372,0.372
By changed lines,JPMorgan Chase,12,pkg,3143,73.814,0.275
By changed lines,JPMorgan Chase,12,pkg/kubelet,2161,50.752,0.189
By changed lines,JPMorgan Chase,12,pkg/kubelet/server,1373,32.245,0.12
By changed lines,JPMorgan Chase,12,pkg/kubelet/server/portforward,963,22.616,0.084
By changed lines,JPMorgan Chase,12,test/e2e,667,15.665,0.058
By changed lines,JPMorgan Chase,12,pkg/kubelet/kubelet_pods_test.go,507,11.907,0.044
By changed lines,JPMorgan Chase,12,test/e2e/common,472,11.085,0.041
By changed lines,JPMorgan Chase,12,api,374,8.783,0.033
By changed lines,JPMorgan Chase,12,pkg/api,368,8.643,0.032
By changed lines,JPMorgan Chase,12,pkg/volume,365,8.572,0.032
By changed lines,JPMorgan Chase,12,pkg/kubelet/server/server_websocket_test.go,336,7.891,0.029
By changed lines,JPMorgan Chase,12,pkg/kubelet/server/portforward/httpstream.go,311,7.304,0.027
By changed lines,JPMorgan Chase,12,api/swagger-spec,304,7.14,0.027
By changed lines,JPMorgan Chase,12,pkg/kubelet/server/portforward/portforward.go,283,6.646,0.025
By changed lines,JPMorgan Chase,12,test/e2e/common/configmap.go,238,5.589,0.021
By changed lines,JPMorgan Chase,12,test/e2e/common/secrets.go,234,5.496,0.02
By changed lines,JPMorgan Chase,12,pkg/kubelet/server/portforward/websocket.go,215,5.049,0.019
By changed lines,JPMorgan Chase,12,test/e2e/portforward.go,194,4.556,0.017
By changed lines,JPMorgan Chase,12,pkg/volume/secret,189,4.439,0.017
By changed lines,JPMorgan Chase,12,pkg/volume/configmap,176,4.133,0.015
By changed lines,JPMorgan Chase,12,pkg/volume/secret/secret_test.go,169,3.969,0.015
By changed lines,JPMorgan Chase,12,pkg/kubelet/kubelet_pods.go,168,3.946,0.015
By changed lines,JPMorgan Chase,12,pkg/volume/configmap/configmap_test.go,158,3.711,0.014
By changed lines,JPMorgan Chase,12,pkg/api/validation,155,3.64,0.014
All By changed lines,Dell,13,"",3801,0.332,0.332
By changed lines,Dell,13,pkg,2921,76.848,0.255
By changed lines,Dell,13,pkg/volume,2672,70.297,0.233
By changed lines,Dell,13,pkg/volume/scaleio,2667,70.166,0.233
By changed lines,Dell,13,pkg/volume/scaleio/sio_client.go,539,14.18,0.047
By changed lines,Dell,13,pkg/volume/scaleio/sio_volume.go,457,12.023,0.04
By changed lines,Dell,13,examples/volumes/scaleio,384,10.103,0.034
By changed lines,Dell,13,pkg/volume/scaleio/sio_volume_test.go,353,9.287,0.031
By changed lines,Dell,13,api,337,8.866,0.029
By changed lines,Dell,13,pkg/volume/scaleio/sio_mgr_test.go,333,8.761,0.029
By changed lines,Dell,13,examples/volumes/scaleio/README.md,318,8.366,0.028
By changed lines,Dell,13,api/swagger-spec,279,7.34,0.024
By changed lines,Dell,13,pkg/volume/scaleio/sio_mgr.go,258,6.788,0.023
By changed lines,Dell,13,pkg/volume/scaleio/sio_util.go,229,6.025,0.02
By changed lines,Dell,13,pkg/api,225,5.919,0.02
By changed lines,Dell,13,pkg/volume/scaleio/sio_util_test.go,223,5.867,0.019
By changed lines,Dell,13,pkg/volume/scaleio/sio_plugin.go,203,5.341,0.018
By changed lines,Dell,13,staging/src/k8s.io/client-go/pkg,98,2.578,0.009
By changed lines,Dell,13,staging/src/k8s.io/client-go/pkg/api,97,2.552,0.008
By changed lines,Dell,13,pkg/api/validation,89,2.341,0.008
All By changed lines,VMware,14,"",2990,0.261,0.261
By changed lines,VMware,14,test/e2e,1307,43.712,0.114
By changed lines,VMware,14,cluster,1137,38.027,0.099
By changed lines,VMware,14,cluster/vsphere,1109,37.09,0.097
By changed lines,VMware,14,cluster/vsphere/util.sh,645,21.572,0.056
By changed lines,VMware,14,pkg,491,16.421,0.043
By changed lines,VMware,14,pkg/cloudprovider/providers,453,15.151,0.04
By changed lines,VMware,14,cluster/vsphere/templates,320,10.702,0.028
By changed lines,VMware,14,test/e2e/vsphere_utils.go,268,8.963,0.023
By changed lines,VMware,14,test/e2e/vsphere_volume_placement.go,236,7.893,0.021
By changed lines,VMware,14,pkg/cloudprovider/providers/vsphere,232,7.759,0.02
By changed lines,VMware,14,test/e2e/vsphere_volume_diskformat.go,211,7.057,0.018
By changed lines,VMware,14,pkg/cloudprovider/providers/photon,205,6.856,0.018
By changed lines,VMware,14,test/e2e/pv_reclaimpolicy.go,196,6.555,0.017
By changed lines,VMware,14,pkg/cloudprovider/providers/photon/photon.go,191,6.388,0.017
By changed lines,VMware,14,test/e2e/persistent_volumes-vsphere.go,169,5.652,0.015
By changed lines,VMware,14,test/e2e/pvc_label_selector.go,150,5.017,0.013
By changed lines,VMware,14,cluster/vsphere/templates/create-dynamic-salt-files.sh,130,4.348,0.011
By changed lines,VMware,14,pkg/cloudprovider/providers/vsphere/vsphere.go,127,4.247,0.011
By changed lines,VMware,14,pkg/cloudprovider/providers/vsphere/vsphere_util.go,77,2.575,0.007
By changed lines,VMware,14,cluster/vsphere/templates/salt-master.sh,74,2.475,0.006
By changed lines,VMware,14,cluster/vsphere/config-default.sh,70,2.341,0.006
By changed lines,VMware,14,cluster/vsphere/templates/salt-minion.sh,68,2.274,0.006
By changed lines,VMware,14,test/e2e/volumes.go,55,1.839,0.005
All By changed lines,Diamanti,15,"",2988,0.261,0.261
By changed lines,Diamanti,15,pkg,2580,86.345,0.225
By changed lines,Diamanti,15,pkg/volume/flexvolume,2549,85.308,0.223
By changed lines,Diamanti,15,pkg/volume/flexvolume/flexvolume.go,440,14.726,0.038
By changed lines,Diamanti,15,examples/volumes/flexvolume,408,13.655,0.036
By changed lines,Diamanti,15,pkg/volume/flexvolume/driver-call.go,224,7.497,0.02
By changed lines,Diamanti,15,pkg/volume/flexvolume/flexvolume_util.go,221,7.396,0.019
By changed lines,Diamanti,15,pkg/volume/flexvolume/flexvolume_test.go,206,6.894,0.018
By changed lines,Diamanti,15,examples/volumes/flexvolume/README.md,204,6.827,0.018
By changed lines,Diamanti,15,pkg/volume/flexvolume/plugin.go,191,6.392,0.017
By changed lines,Diamanti,15,pkg/volume/flexvolume/common_test.go,139,4.652,0.012
By changed lines,Diamanti,15,examples/volumes/flexvolume/nfs,120,4.016,0.01
By changed lines,Diamanti,15,pkg/volume/flexvolume/attacher.go,120,4.016,0.01
By changed lines,Diamanti,15,pkg/volume/flexvolume/mounter.go,104,3.481,0.009
By changed lines,Diamanti,15,pkg/volume/flexvolume/util.go,101,3.38,0.009
By changed lines,Diamanti,15,pkg/volume/flexvolume/detacher.go,97,3.246,0.008
By changed lines,Diamanti,15,pkg/volume/flexvolume/unmounter.go,79,2.644,0.007
By changed lines,Diamanti,15,pkg/volume/flexvolume/attacher_test.go,74,2.477,0.006
By changed lines,Diamanti,15,pkg/volume/flexvolume/attacher-defaults.go,73,2.443,0.006
By changed lines,Diamanti,15,examples/volumes/flexvolume/lvm,61,2.041,0.005
By changed lines,Diamanti,15,pkg/volume/flexvolume/mounter-defaults.go,61,2.041,0.005
By changed lines,Diamanti,15,pkg/volume/flexvolume/plugin_test.go,56,1.874,0.005
By changed lines,Diamanti,15,pkg/volume/flexvolume/mounter_test.go,52,1.74,0.005
All By changed lines,NotFound,16,"",14,0.001,0.001
By changed lines,NotFound,16,plugin/pkg/scheduler/algorithm/predicates/predicates.go,6,42.857,0.001
By changed lines,NotFound,16,pkg,5,35.714,0.0
By changed lines,NotFound,16,cluster,3,21.429,0.0
By changed lines,NotFound,16,pkg/controller/deployment,2,14.286,0.0
By changed lines,NotFound,16,cluster/addons/fluentd-elasticsearch,2,14.286,0.0
By changed lines,NotFound,16,pkg/proxy/config,2,14.286,0.0
By changed lines,NotFound,16,pkg/controller/deployment/deployment_controller.go,2,14.286,0.0
By changed lines,NotFound,16,cluster/addons/fluentd-elasticsearch/es-image,2,14.286,0.0
By changed lines,NotFound,16,pkg/proxy/config/config.go,2,14.286,0.0
By changed lines,NotFound,16,pkg/controller,2,14.286,0.0
By changed lines,NotFound,16,cluster/vsphere/util.sh,1,7.143,0.0
By changed lines,NotFound,16,cluster/addons/fluentd-elasticsearch/es-image/config/elasticsearch.yml,1,7.143,0.0
By changed lines,NotFound,16,pkg/kubectl/rolling_updater.go,1,7.143,0.0
By changed lines,NotFound,16,cluster/vsphere,1,7.143,0.0
By changed lines,NotFound,16,cluster/addons/fluentd-elasticsearch/es-image/run.sh,1,7.143,0.0
